,plant_name,light_time_day,red_light,blue_light,far_red,water_times (times/day),air flow ,growth_yield/m^2 (kg),life cycle (m),watering_quantity_month (L),plant_size,accuracy,temp_min,temp_max,EC_min,EC_max,ph_min,ph_max,humidity_min,humidity_max
15,lavender ,13.78635293883964,43.86336643725512,44.84763964513241,-8.314923873993695,6,moderate,2.963323560429515,2.8326168273007952,33.50942728102677,medium,79,24.519150613238637,27.89753053976784,1.9243206790052425,2.208868525617561,8.019225329749915,7.858016169936419,32.2489115162216,24.082789903435053
16,lavender ,14.964356373748068,83.04886618310087,33.312401272741326,-4.203883281619526,8,low,3.4492146977020455,2.9618508139153823,30.30477382196772,medium,78,20.96821926290656,24.22219475018333,1.9083877872771193,2.093337238711416,7.777081470203085,6.049674350306783,34.42854524466293,55.00753150391814
17,lavender ,13.755124284646827,52.300443512448695,20.477770361792672,10.321509999610278,6,moderate,1.6984141405392235,1.7299372603475058,30.807284560107345,medium,76,22.191008974357693,21.34299168611787,1.6622402432816656,1.3507458408544366,7.952074418718272,6.3433986206549955,37.95198399952585,40.73211433454716
18,lavender ,13.045690584644474,68.63544625833434,44.76948372174765,10.132897424312263,5,moderate,3.256487342790821,6.624041112471832,27.945843950278444,large,78,21.99026532019276,25.03000687010176,0.8511924331688427,2.3170131303572914,5.66404993630117,5.995295135930881,50.03095972265235,40.03815378406226
19,Ashwagandha,15.325715505252704,68.61136261361519,26.67305288504497,10.827054796737814,4,consistent,2.1568374389299723,1.5735870328121857,37.96849578888585,large,69,24.35382394413875,22.170811184595838,1.4889054586421175,2.2183404462123097,5.700600867957554,6.033280197311202,40.8740588363153,66.93594803000454
20,lavender ,14.497010841773323,52.2344911017913,49.105477404896114,-9.684627294916787,6,moderate,1.0443778623098328,-1.446010464390457,36.3959666346932,medium,81,24.874920378783642,21.24965304182517,1.7456449471011548,1.4757162219922608,8.52607309151885,7.9080571082702695,27.10654361300838,27.661215370914565
21,Aloe Vera,13.861901963915582,64.81645323470175,28.17110432700434,14.672301241085353,4,moderate,5.275552737459057,4.707075309477554,29.995056627066834,medium ,70,23.058372596882773,27.985113261551348,1.8212507091076853,2.870874620971833,7.434424650329126,6.085903140323034,49.90660999441379,38.350506663213615
22,Ashwagandha,14.596200785865204,48.364033926879586,16.030675596416003,17.638238178341187,4,high,2.237350820735548,5.171604638458857,33.40172790723405,large,71,24.743020873168057,25.99124266344178,1.5895122935344892,1.8915907821102556,5.783404578283374,6.060534441450291,55.40222207261204,63.95840113158721
23,Aloe Vera,12.805508421361314,71.51453983659339,27.3123395664452,-2.5079379167144387,2,moderate,4.712497488644357,5.8087730977416125,20.994941844905142,medium,71,17.46274931000557,24.844210409186104,1.482242538747463,2.0272608134477275,4.846783997091195,6.893200407926356,29.343959171287764,37.33820596289608
24,Aloe Vera,12.677931240890949,70.69309912015248,39.22681558035597,7.3939946802410415,2,moderate,5.378691394288214,9.669118274243806,25.743369376794796,medium ,71,16.109757913102264,25.832676403516075,1.392708250900239,2.4380591072821876,5.605797532093044,5.815419549446275,49.25836024807363,46.668967316466684
25,Aloe Vera,15.888990318782321,75.38666268542676,31.81834905568891,1.5690533551079122,2,low,3.2662260540920114,5.139121241443556,24.09093069538503,medium ,71,23.595502468259863,21.59480707186398,1.4796764582469073,2.726782452517184,6.730873566057333,5.891943304660237,56.903159915510244,57.2262760041974
26,lavender ,11.776494739243825,53.58011767708056,43.03044557804546,-1.079081609945038,6,consistent,1.6748028153059673,1.1041994330397888,28.852477756362976,small,82,24.90159191312001,21.286749189387624,1.436044464171513,1.5381138848581188,1.2467730113635813,6.182305512189759,41.693674865297545,42.78010804581612
27,lavender ,14.302507064460077,47.13027373628144,36.855562399800995,8.494641609826214,3,high,3.023962226271366,2.9068256286974723,37.46952981700922,medium,79,21.815154582386324,24.102952687281775,1.345783193330647,2.2756140833548835,6.279560241577495,6.2077052215830335,37.56679899866087,39.895276738682405
28,Aloe Vera,12.798836539366242,92.32755138900843,30.90632561103888,4.1322291664009665,8,low,5.211781754849844,4.673916087862928,31.306742729386215,medium,69,17.436546271521614,21.4803457564227,0.5366583652011099,2.168986328983864,5.5557509584399645,6.200624024439269,54.100620093151164,57.55601076144898
29,lavender ,11.692906704430277,64.18066549880159,45.28064402853905,-5.8967568239322015,4,high,2.5520220983501933,3.1583350227012157,22.391811432332872,medium,79,20.083271041701806,20.26029488594161,1.5228037235253913,1.6133418470807184,6.872949460992811,7.6181699019028555,32.05119393707551,37.12221582821113
30,lavender ,11.900359461297468,55.14936149364361,37.527518846479765,8.694944410278424,2,good,2.6495587059779053,3.87268036318022,24.096638555997757,medium,78,22.87523661746775,23.40882722144967,1.777393955616037,1.3835896594331736,8.659737814227734,6.030505985012996,34.81760903915845,36.61995538298285
31,Aloe Vera,15.162551172841628,84.98645533742913,18.35978682114053,6.899174454067532,5,good,5.5495434884606905,8.895192803478556,51.81191307243442,medium ,71,15.017836531297146,26.25295525758955,1.5696918211791242,3.256831599297438,3.4392821008179664,5.990022937239322,51.52766651323584,76.51037330541642
32,Aloe Vera,15.924622179038648,72.82512380528301,26.713237476298374,4.64513537524142,5,moderate,2.3319016362748703,4.21060815957433,27.693918909251526,medium ,72,21.03106160709645,23.403451041678775,1.7187635166942221,2.1893652742814558,6.975054865383354,6.090845750998366,38.774414588554876,44.41378942457777
33,lavender ,14.383862665437467,69.25903664000356,32.22324668520034,10.107062735079374,3,moderate,3.77667310461843,5.035210364431599,33.405852133702524,medium,71,22.58068586421817,28.8774466099205,0.7039775769900588,1.696930872985901,-1.8057127659295789,5.977645458728417,49.792829781413225,56.62619285427742
34,Ashwagandha,14.502391228983292,48.975877686370794,46.89194674094482,6.557211025302357,4,high,3.174285072495266,5.971709861412009,26.996116526473287,large,70,25.894938712847345,31.235947460886106,1.7978636413402882,2.4887534629310415,6.637102340276636,5.895982757152326,51.96957437449483,78.44997219377876
35,Ashwagandha,14.548360886292993,55.37336256412543,23.76842544019761,6.648033961255984,5,good,4.014966617982531,7.255401640009195,34.181349041340084,medium,68,20.5260504304981,27.938654941744005,1.5448948444052262,2.069027829804496,6.1530937658390545,6.151808255216316,47.41272098308562,67.22166938487554
36,lavender ,12.576863672659822,69.21061760274686,28.958893828709293,-0.6238544385356173,6,high,2.6265609650177044,5.447950430760874,29.887652864981032,medium,79,19.11329417413602,27.622953949050522,1.779242033859262,2.1772892030042232,8.600283982451531,6.036410028757608,30.940418339164893,59.70215705444209
37,Ashwagandha,11.795360313856484,35.46014978849483,31.684356124107687,8.644237804004035,6,moderate,1.5579947786475359,3.892437297639682,34.238519263340876,small,68,25.599867369687246,24.26977823650563,1.4568007850630476,1.76643233037199,0.2458368677715439,5.936996608973238,31.56522259413663,56.27773977881085
38,Aloe Vera,12.254223110231704,64.63742570496495,13.417211849709195,6.81630673239083,1,good,4.330958667821805,5.807791759645719,20.406468089154444,medium ,69,20.52658625509577,27.929899189914057,1.1387283310947776,2.067947047511163,6.59243238608567,6.122889978920013,43.54678497272657,57.16917139401146
39,Ashwagandha,16.611139718522026,68.87518605064577,19.71802017987247,16.10951167564904,5,moderate,3.0026896054715095,6.251551473173291,48.655740473409494,large,68,25.65062420410352,32.179074743037866,2.1454737715051864,2.9211030145965524,5.692167480181463,5.763783586370218,40.04993143957728,53.748138481053275
40,Aloe Vera,12.216578541662367,39.9213818445188,27.595338952738445,7.178802643013174,2,good,5.141049302660154,7.632906629219672,29.96582938811734,medium,69,21.692161738543106,22.604237804954064,1.7505046290108641,2.2678185587037993,6.491013609552004,6.024143909832307,57.03782626094019,63.86307296456941
41,Ashwagandha,15.052212634715161,59.17119708888003,35.245085386632624,9.826057960983363,8,high,5.51295187110477,9.760358651650076,30.24730074104726,large,70,25.95853382981407,30.696453975751947,1.9600979282956164,2.7572522107042863,4.1499441390255996,6.033862072740718,53.33104980198313,70.17308548966051
42,Aloe Vera,14.769414688492704,63.62624300266464,16.477338922892564,1.3756103155822492,5,consistent,4.06819823797244,5.339559274058218,36.21773832210814,medium,72,18.998268000178992,22.145169405813757,1.323367275496532,1.2239589193846343,3.1180090407056857,6.059101520500149,57.15465857829322,70.75728764156644
43,Ashwagandha,12.548158598526399,74.61072073154925,30.783712283393676,7.357316822673898,5,moderate,2.9484888662504187,7.155295187702862,37.570999943985036,large,79,20.920125498560207,28.643597312625822,1.3651953621980168,2.0144804207251026,6.674598840278638,5.94817196614582,48.586642308762414,33.309435392476196
44,Aloe Vera,13.03384671791436,72.26767688672514,25.095983951895988,5.049262464611511,2,high,4.606307763477318,8.956155120639524,28.000362152362115,medium ,69,20.807447570447593,31.345527291770807,0.7970817656577782,2.573115715069127,7.337022399496089,5.923907336465817,46.06226851341376,57.72400315837464
45,Ashwagandha,14.560730659608833,68.72147366077807,22.974240470605693,14.063483520082201,6,moderate,4.128831221179244,3.195972267864801,33.51295793795674,medium,70,19.434425482196403,26.354036903956885,1.1917201015460792,1.8674634806055057,5.134458701412315,6.120341843220911,51.981610830006574,75.69116524469864
46,Aloe Vera,14.66798211356544,73.34259041140058,20.331217654114695,1.987335711558166,5,low,4.413475704651216,7.568817010943105,23.985170523962513,medium,71,17.588248220921592,22.98339394752896,1.2795893064021042,2.2401728127841793,5.770908365114614,6.157792342566238,45.97362533535089,48.50650640592554
47,Aloe Vera,14.450937045784434,47.88023117698094,25.36032205396682,10.219175849312046,3,moderate,3.6527702084605673,4.400835760669638,31.431524855931052,large,69,21.91962050760088,27.08201264670167,1.4302337501926328,1.9791287069213848,6.140128120663188,6.041212897507862,60.809356902818756,63.160816384439926
48,Ashwagandha,12.74416994691504,34.415808794772516,36.52442041485207,13.169261810773795,4,moderate,2.414505074101341,4.267124616499891,43.7348633099311,large,68,24.739429383340045,23.809478554961746,1.4700587999977537,1.7539044310296585,1.5781803628342483,5.928363742848763,60.89941843753239,74.74251696184686
49,lavender ,14.333091451806238,52.18081777719081,40.7426809417227,4.777382964105971,1,moderate,1.6194642706775502,3.6504098368629627,40.9870093468217,medium,80,28.03285080390619,26.246810832594555,1.621034082404484,1.6746766417861803,6.5073705279187095,6.136014255275595,36.20761478799369,58.50844287236107
50,Aloe Vera,13.194965061008824,50.85835682923364,29.580649777856788,4.286580421306243,4,high,1.0922787496901092,5.840255466696747,31.51724338780171,large,68,24.309487186119167,22.10709739164337,1.704670134724326,1.5624444460616487,6.28100063846396,6.017249589640677,61.35913312881298,67.42486230521726
51,lavender ,12.901289815148305,56.58555762276839,36.247180461286135,1.3923301717093075,5,low,3.6745353398880147,5.103700515004987,35.849068814689836,medium,79,17.823577459245158,20.632603825884026,1.1011470472294962,1.9516669178835486,4.317563198882134,6.040945922169253,43.02331979450127,67.00444409992782
52,Ashwagandha,17.19137474835539,43.12929462875595,11.712161701321694,12.520579419273297,5,moderate,1.2945386508384473,2.4211211256927734,63.877824098692315,large,70,26.47991921699069,22.132769291662484,1.752916606719897,1.8179235869825736,1.845348658546213,6.02796732240122,63.235640143987425,78.54186183340857
53,lavender ,14.732612070926745,47.49047175595156,15.759511152282547,7.605419950117519,5,low,4.544128230485543,3.9975546635388404,36.45377983851897,large,81,26.301023935478604,24.275746006592623,1.5884654574311678,1.7963284263230141,6.536785972346424,6.261354396767525,40.803746599186724,29.58832929494913
54,Aloe Vera,12.789924487161366,56.05756175036173,21.19925672628313,11.565303205846444,8,moderate,3.699024082680728,5.348787577452247,28.096008180383414,medium,71,16.246933374005902,23.407174241727642,0.8650330326614631,2.438742707259613,3.9302933711829566,6.121645491145275,51.21483228761312,51.503211353678424
55,Aloe Vera,13.292167612037302,73.84294920138854,43.151638004889286,9.177336272658726,4,high,5.559585834878938,7.4613054304685225,23.235497149756533,medium,70,16.62958008890174,26.556423339733243,1.2290872266334065,1.8716946793284341,6.0402258929905575,6.029995318302009,47.11518622563407,63.553059062124795
56,Ashwagandha,14.618799588242698,51.68910945607472,20.72950607879735,2.8911754273294497,8,moderate,2.8031706364224203,4.32615901876402,44.058858439174855,large,70,24.45826017924689,28.99867137251374,1.7067261017915811,1.4824607749125798,6.6242469930216,6.133461246244266,44.69171825736443,63.123013987407155
57,Aloe Vera,16.801213452270733,64.79371144034062,26.849745781445648,1.0461857638652496,3,high,2.162268385471235,2.1671645851417507,32.75633938306139,large,69,21.04626800682238,25.87338287332842,1.2559601051624465,1.190042365279803,5.700156861290215,6.193241704447868,53.41775193818707,54.1139804759992
58,lavender ,12.198801981543475,60.109520911905975,27.345284604924316,8.476074730461294,4,moderate,0.7176285609420332,6.0057561797271735,28.111981639778065,medium,77,25.43476325949529,23.925746299386155,1.6056395395588956,2.856209213958363,-0.8976840495595837,7.125556652643384,44.6294053192466,58.660289551249505
59,Aloe Vera,15.438508913597166,92.42601030564022,10.583725977115627,12.331430899096997,2,good,6.095537424546755,9.01141342531098,22.83604596546246,medium ,69,16.222229335225375,25.600156590004893,1.0730815037502217,2.436044274592766,5.145205777803977,6.067562130107415,43.85044292542872,50.76782101787633
60,Ashwagandha,13.55445357490129,41.33025092038751,38.192475867203285,3.4272725626806944,6,high,3.6184899347026365,4.5171119276481875,43.40043536176343,medium,70,20.710252370452903,23.91539051051866,1.4398830619668037,1.9468486067756872,7.546710178115268,6.012801679158678,56.01348081868037,48.001551545241284
61,Ashwagandha,13.663448528050303,54.47736966257898,17.99201315894541,14.24109704480999,5,moderate,3.558705121803307,7.086268007027533,35.43838969696991,large,70,21.29984216620875,30.286583853230447,1.2775175702348807,2.2050263123915914,5.410577059478772,5.982415953126316,42.14322757349156,52.323881669886944
62,Ashwagandha,11.893049318050378,54.399719944727174,28.72190764578987,6.299904338759291,4,good,3.553557168928342,6.7284713350807825,25.646030750172912,large,69,22.28254599790763,24.776311260262787,1.3772987534400472,1.8083396300940535,4.432520907301754,5.923915203917266,61.17659820602893,51.41399063328356
63,Ashwagandha,14.73524106168363,55.772210771118694,25.887589032646165,17.43656513678309,4,moderate,4.0822185848254975,3.9786282930970023,59.407112084159984,large,70,20.998577903240417,30.30278354628163,1.7235517522800954,2.5003164033965617,5.114525571384387,5.8240250407664185,62.62156420580246,73.81582438774333
64,lavender ,13.08593148854987,38.81689036520288,42.37683265378346,-0.8102362302818173,6,consistent,2.372613093883582,3.0868403977993877,27.18373794014797,medium,79,23.53634824311571,22.304280844761767,1.947344927562576,1.955965038149029,7.823649065980774,6.151037132782444,37.021974573447196,47.8024260590727
65,lavender ,11.592193549693635,85.04064250346715,18.310347898755005,3.2294770011132137,4,moderate,1.8605049678189625,1.6210901655061059,25.690916807132353,medium,70,16.176001294049094,22.590160429675397,0.7216335041802402,1.738736358171195,6.256652101402979,5.888435192632531,35.62844009627401,54.738204140471154
66,Ashwagandha,16.14327503625552,49.59807345409814,19.684881475201962,4.120505082175052,8,moderate,3.1007487660799944,7.841562882215491,42.0680186504504,large,71,26.914045303485693,27.5938230245257,1.9867302510894724,2.9884638234317165,5.636665695755893,6.102456110921012,59.56914575966487,68.34770337610591
67,Ashwagandha,14.247058076485626,40.01089785097736,16.846102461258,12.804522319755613,5,high,3.0460858236182276,7.7586630278233955,26.85244923690773,large,69,21.414948526831132,25.915180469584275,0.8394314186076028,1.7914292028164258,2.7097829615367077,6.050937435628854,37.48076189877722,60.905073168934315
68,Ashwagandha,15.797817051122998,40.41218663236889,30.32514974021028,7.158412666521031,3,high,2.574831899213037,2.2907883904545936,32.12192596486936,large,71,23.022080766726724,29.552170618148725,1.427484985279137,1.9487721315881528,4.4066421750809175,5.875061464774886,36.571301919523854,49.66552400841586
69,Ashwagandha,12.262887681891005,77.20724773040865,28.06207489527533,10.60579395592423,3,high,3.4663094358615165,7.044092346642163,27.46981864598957,medium,71,18.496511435902004,27.166989113082995,1.107305296652755,2.4066503094253555,8.304188747983993,6.002995277821278,47.02555218293503,61.47881053856814
70,lavender ,15.60682129177578,47.18475334362081,37.914304293798075,4.989092211539541,2,high,2.7648690993702716,4.383537154712474,49.27208281324225,medium,69,23.773839482259195,25.578469299341748,1.7370613673627444,1.7311309957241265,7.2278108342505885,6.109608830350682,57.95662570144602,60.595521346149674
71,Aloe Vera,15.366928064323382,82.09967482920861,43.23065862555123,5.09794876460433,2,moderate,5.290666769397954,10.04034702657098,23.10481383541013,medium ,70,20.36091078569059,24.72929239345506,1.5863263900125535,2.924194196213591,5.89393377967109,6.011218661328978,57.68341597166882,70.48192341825657
72,lavender ,10.15007461424457,69.94678547047913,30.376396895779976,3.6751253178771663,6,low,1.31853686296146,3.3647281452356084,23.590311487665964,medium,82,20.44743819797469,20.85194851810948,1.8866976600790004,1.3920604732381796,8.262618890036588,6.15269325234853,39.87378542772234,29.53824842150204
73,Ashwagandha,13.713306286567033,44.25755937876835,25.455909860406248,7.074319492959487,2,high,4.680687204559133,4.60241769512843,25.833344300156345,medium,68,19.085049142086422,25.32444238471038,2.0108238415006943,2.088644152812886,8.910006934922361,6.054934863518982,38.63014118810243,43.001787929774686
74,Aloe Vera,14.74276423671818,45.70178902217992,35.16001381085955,13.860156241735295,2,moderate,2.72555840740299,8.648145252613316,25.428298390594172,large,68,20.64507908016564,24.94595634841208,1.6978308790869627,2.3682370716924868,6.295139632693396,5.866346263877754,46.14447123584592,45.118982162110676
75,Ashwagandha,14.387725785039036,45.35577992338621,26.539086192885577,9.413224087448864,3,good,3.948290117325683,7.725538430767855,47.687364274588255,large,71,23.46733534410588,22.39886844463284,1.596902664169469,1.8766656992123578,4.101747200069749,6.1368298196945705,47.457850411936434,65.44365862044036
76,lavender ,15.302276003037381,56.79671127787179,19.127653409908554,-0.46656215710941407,5,moderate,0.946266365334129,2.984857443280706,30.919011675991985,medium,79,26.26156804392942,20.954109611256985,1.7245396396167152,2.767944821719812,7.882688258220137,7.524149898322481,34.695122158369806,23.239931422191574
77,Ashwagandha,15.121167537734896,29.426335326003947,24.2852082051198,4.883112592020515,6,moderate,3.4870843389004342,5.149539724174905,38.30943149603983,small,69,29.19152115566187,28.335312598793045,1.8106417450071717,1.6390715173540902,8.204494187197744,6.134841317834716,50.27744319563877,55.97696164635472
78,Aloe Vera,13.398744270707866,90.36254448323746,40.4322575079591,1.1824364085495782,3,high,4.3794769278985015,5.153504046279437,22.62502925737737,medium ,73,19.75294873649954,28.262420127253936,0.6262278253438376,2.6032313043161475,7.985688827526362,6.115367720667849,53.20876822264428,52.090243586117616
79,Aloe Vera,11.483206186948953,50.438291798910626,19.952452322187945,10.282886876744929,4,high,5.4780452446839245,4.189478579364809,22.44065149138282,large,71,19.082963197812074,26.400757401470237,1.6132751208428506,2.7510068631021163,5.266056617211509,5.965617661087685,46.348666558279206,46.631508646265445
80,Aloe Vera,13.988594638114336,68.35165818472547,43.732418960382915,1.7459517066377304,4,moderate,4.120407388999671,5.841058197369812,23.114003866376564,medium ,70,18.77111795757553,21.687499338998737,0.5977162569606107,2.2966674283537145,7.257771089489055,6.037441522989623,55.16759146826399,67.91660949387668
81,Ashwagandha,15.462876196772523,60.76645701642088,33.22290654892514,11.16500574424569,6,high,2.8199897823723514,3.497375545162692,36.65466598033023,medium,70,25.6709602905355,27.549656684968852,1.9204599771636568,2.239315213625706,7.012983807794055,6.025247162237913,44.199326418658,60.94915078401969
82,Ashwagandha,11.887524671452617,55.14897973359572,27.378407180775902,8.254936855355714,5,moderate,4.645020648473786,4.606296921947554,32.655812112348585,large,69,18.38467683149445,25.197269369362306,0.7252618027469613,0.8000025211867734,4.287388091891,5.831982988943552,34.44500971905126,58.01453857749607
83,Aloe Vera,12.583949940684693,78.77724920444705,16.34653949745807,3.790580837262553,1,low,4.733645683901534,4.753999092319933,24.22315723839545,medium ,71,19.980533922289943,22.525138668108745,1.9242418565540542,2.387017420360751,4.587184742780153,6.1318036962324625,52.29834051903568,59.51311925828905
84,Aloe Vera,13.707833646750588,64.05077776377414,14.23299691876846,13.642607283225363,8,good,6.070873697129178,9.119961281312635,33.66666116676825,small,69,14.322232716746566,25.874892700334655,1.304360466709902,2.4723736914625145,4.956543647331813,5.980157384517283,44.218957053759794,69.20569968773592
85,lavender ,13.126270900889484,66.80132200876349,29.700863642776415,0.702493709858186,2,low,3.3499103930242438,5.245047141693521,28.380745599517972,medium,71,20.296846861164298,23.342369476011445,1.5178473589932904,2.3951756471385908,2.948789675733834,5.784010201015839,37.118149529110305,51.014153229416245
86,lavender ,13.12158236652254,57.295658728206654,44.69564935891965,-8.349635005266425,6,moderate,1.9262248526007524,1.4127462779928797,27.115600484423826,medium,82,23.09138526777909,20.342805867599942,1.6181828825530142,1.9120125496903233,8.34711010257955,7.4955318943713145,31.388165008750335,48.75014766445925
87,Aloe Vera,14.880761582640554,72.7384108211092,24.733577334743934,-3.5063974246874503,4,moderate,4.209349841298608,0.7204485926933417,23.530736604902458,medium,77,21.872863421457527,27.218542071302856,1.7193276477342792,2.6526061013194657,8.3152511786656,5.866313966657277,30.75184281603108,41.3595480047224
88,Ashwagandha,16.630650060447557,39.45967358671402,20.401246578591447,14.060492321232301,5,moderate,2.5111826762189513,3.6942393327042193,40.88917159512566,large,70,20.377053943340982,32.82473267960875,1.5840357368234315,1.773571487585206,6.648612277335435,5.816654893587599,48.18611107935999,78.13905931346706
89,Aloe Vera,13.695383360931677,66.81958441625744,20.431091152543438,4.133328897449912,5,good,5.239847642350844,6.716463860078358,34.92588596662785,large,70,19.16922877608684,24.92031601998293,2.0946214430203307,2.6956895215442858,-0.47568642796896365,6.062028678736619,59.28749498181722,85.8527880058341
90,Aloe Vera,14.66710154325212,60.118326115160386,21.879295396342755,18.771289453994314,4,high,5.208344672674503,6.906657003736189,24.507036236585652,medium ,68,21.625014134106014,26.079191527302992,1.881124377487526,3.1249468909584897,8.84409400821062,6.022944910143753,42.312206020414415,43.56777193007306
91,lavender ,12.448566154477433,45.33521247148389,35.011001819388795,9.398162093278899,4,high,2.002263903740124,2.8946105582692625,32.14394231625766,medium,70,25.10428510071604,28.120549715551654,1.9855663324418833,2.2685427677552683,5.55604287989003,5.907032263149671,41.775413795084845,72.42009577731442
92,Aloe Vera,13.536450512112529,66.72906555684563,32.94728284745246,7.906084501185191,6,high,4.230125991555093,9.06699090187243,23.093454421176475,medium ,70,23.04629659417735,28.7113913037579,1.3898111262524182,1.9760882866468998,5.815576074926435,5.948162570080809,41.69232110402817,49.264548088111134
93,lavender ,14.081042316935829,64.39511498116573,43.232061592068874,2.92639176205346,4,low,1.600308256042578,0.22148545115399987,33.53754500363654,medium,73,20.665668272806645,20.21618909621839,1.558263894474544,2.129927126240205,4.920090136946425,5.988293854423631,43.97797745820898,76.71674034789109
94,lavender ,15.697095555282697,79.53994991279737,26.646268212844156,14.728168274404092,3,moderate,3.304581767157293,1.6707898231032954,47.57176868322216,medium,71,21.072458109459447,27.606399255705742,0.9945281130410577,1.5135632952972131,6.864681929031457,5.954059561517671,47.489674535676805,55.16956447394847
95,lavender ,13.686979448761733,64.34636349884475,18.336176156066557,10.399141963245807,8,high,1.9154024339542708,5.220626298875786,33.92574110596093,small,70,21.0070984962209,28.043207906999513,1.6877438758882741,1.0503598252718753,-1.5842922293716664,5.8993401394684835,50.52592331296011,49.680521137434525
96,Aloe Vera,12.935633141711328,87.99977878329281,15.746811272116942,10.892069144670158,2,good,5.771149106036173,9.731285568601043,22.0884841034488,medium ,67,17.4706439170941,24.989189107313177,1.5533931198333308,1.845285362972765,5.597663141267372,6.08047214813279,44.81617524245016,45.04749642419664
