,plant_name,light_time_day,red_light,blue_light,far_red,water_times (times/day),air flow ,growth_yield/m^2 (kg),life cycle (m),watering_quantity_month (L),plant_size,accuracy,temp_min,temp_max,EC_min,EC_max,ph_min,ph_max,humidity_min,humidity_max
10,Ashwagandha,11.149997779828535,88.704101586579,28.244228781071087,15.203532820580016,8,high,5.1680498169141185,8.956859583805711,21.906950361900943,medium,75,17.910010424261607,22.445982669744538,4.291052300170263,1.023346063116572,3.038736047713699,5.869231276555457,71.03468776965448,64.30750923959629
11,Aloe Vera,15.779341673339522,94.45200777602614,20.38825300948426,1.4523264167039134,3,high,3.5860611554251802,2.8910583428629453,35.75704285701604,medium,85,27.934492234886104,20.641164711751948,3.8270965898015517,1.973647198115045,6.404176412157987,6.169562134078553,55.07012241158188,76.95606991215892
12,lavender ,14.711044228961551,65.37943550152394,31.310038253816764,12.322823299536683,6,good,5.935102340950111,6.425604801734282,18.60494465566297,medium,73,15.207558960802288,20.081356911116096,1.2506762779618024,2.357701053442199,6.7051149787787425,6.136349561568699,69.72022505813447,71.44078403931556
13,lavender ,14.980443860375932,70.11245691630035,17.227521585719163,15.734901866455797,3,moderate,1.9827914700080174,6.839181076233748,22.8332603334517,small,71,17.38429947690938,23.625330144008903,8.609439181827605,0.8600603247214129,8.860168023400622,5.725266058663061,41.8332877473683,69.82676622755561
14,Ashwagandha,12.292679101365028,88.13820283852378,24.103850469120804,15.645520297409675,6,moderate,4.248100142822132,10.452012159106136,28.223977289180873,medium,75,14.520718481178346,24.292067337190293,-1.4991031560595802,2.3117731797480245,4.622259198553478,5.7851937125358495,61.99909810623117,79.60424970253642
15,Aloe Vera,17.623180339036132,58.5446193141351,41.64751538661297,2.2768410702469097,10,high,4.614618971910454,10.316268086896764,31.75234388012917,medium,71,20.49711621393108,19.381314773724107,5.344710222668133,2.2205562298233126,8.324451915867117,6.122353652931584,64.9245200585376,79.87913044195138
16,Aloe Vera,16.123897317878175,38.37323208111653,27.498419916916273,9.236207700439898,6,consistent,5.7387381619699465,9.657284848802108,30.254328818141218,large,73,15.349316516869246,28.46423210800975,5.913689634214499,2.1288329997598376,7.990728257552278,5.755682916172761,34.62375358386707,42.17946995962875
17,lavender ,16.489276861346635,56.118409542926265,37.93393427007043,15.564630322538955,3,moderate,2.260517762349139,8.286433559437082,22.726342219170135,medium ,70,17.916742675372994,19.484534720561165,-0.4424444802614449,2.5154164813434052,9.042030598033143,6.321362351936214,68.4867370987831,76.47789930380873
18,lavender ,17.64243193992615,51.029725362671,9.387724463883835,22.116735107848125,4,high,5.349038048265996,6.293045520474467,21.327194805379875,medium,81,17.212484935106815,30.832281083754985,10.013922342379898,1.988524867657694,10.042876404284002,5.893716917110893,62.1504552840582,62.38310987617999
19,Aloe Vera,16.951096245324962,85.32987246827352,31.885071813015113,7.83870734107233,7,moderate,5.004205339372156,3.137367884696941,20.716351533055413,medium,73,23.962591723247613,18.059340399036593,-2.587292940849653,1.3274273928338802,9.054593034789677,5.7554488559861445,35.869001631393935,60.20383328996404
20,Ashwagandha,14.811076499406477,82.50092360683722,19.097133832848208,24.36539972969473,5,consistent,4.57962716052968,2.109809663904259,22.522926954977407,large,88,15.87139669929206,23.937350044913448,-0.5979521912513341,2.485502768679936,8.195418374421822,6.350021500185889,57.677037589019186,74.58510518187646
21,lavender ,15.773309220350978,39.77445767938694,21.48023760292461,3.3814017133796375,6,moderate,1.794380922184092,4.734612271455871,23.25780618845022,medium,71,18.504779468160987,24.1384806095213,-4.227493049289734,2.4917253891498907,6.668037911394465,6.268205446414432,67.85358391818633,49.67626232421966
22,Ashwagandha,17.48456754478025,74.79885153137099,37.21622686378073,16.119857615902223,6,consistent,3.951975271075403,10.423410662855725,28.145802590808188,medium,72,21.564828275172413,19.820519292800178,4.742892042431648,2.57718364623758,6.603550279560369,5.821693259982177,58.1950543826153,80.3857334287253
23,Aloe Vera,16.275726424060284,90.96511702581147,24.617195147597375,5.712073006933451,7,moderate,2.5666690161292385,10.716642361894618,24.423504814257413,medium,74,13.849164743799268,22.090043853730194,12.889729416562604,1.3997094187705246,3.1703321375773177,5.777051559412568,41.83834965640504,43.545280485915214
24,lavender ,18.19974912016705,35.48670125155424,28.168476472980956,20.31971193096338,6,moderate,4.888898204335687,7.68250054441614,29.463147285122478,large,75,25.08218444008545,25.008983322411787,2.343064768282969,1.677283218145524,5.504341133678468,6.237644955325862,46.853699351210665,79.39202545412661
25,Aloe Vera,13.468922563401323,43.030740530757214,15.930969645121145,17.545473312244166,7,high,1.1053472200948686,5.845944590170065,34.66795849600336,medium,77,28.769369299486524,21.904845579354976,9.242397455982562,0.3933779714056299,5.508956946650965,5.709757390571165,45.98527531527017,51.178462366708956
26,Aloe Vera,14.69947824609985,62.87553928487062,16.235975721555782,17.1702202531916,8,high,5.433068583614812,5.543629254280201,24.9533353594144,medium ,75,26.422431689998803,20.382110086252595,9.075515488028193,1.6280940195087945,4.814139007912173,5.998255785178924,57.20539962123122,69.13878501305221
27,Aloe Vera,11.811991640442942,63.35764739260548,12.420938075043644,-3.0212640650482667,7,moderate,4.279863656248537,8.623514808910471,20.278540689239797,large,82,13.533465244603917,24.693842511729212,-3.542611905187565,1.9931120094090298,5.854714889857247,6.062087845139374,46.9468276860002,79.67621577666375
28,Aloe Vera,13.717770820595202,40.56250008182831,20.751354610221842,22.839381372713305,8,moderate,1.4230550671431619,7.884262149798918,23.695696800504216,medium,87,21.69334801804432,20.420216217334314,10.961828847131688,2.514452955335983,9.09760051267986,6.065576527704935,62.01355606602256,80.47916417327012
29,Aloe Vera,14.703223735287063,59.395397876423935,33.12044088449397,10.036040903282743,4,moderate,1.4724378984383595,10.558903870335108,26.10686072641208,medium,85,18.455573688542856,21.020296726601263,4.33389927209888,2.311174576866349,8.192479378952436,5.9371547713929305,64.66035148876102,72.60320019363742
30,Aloe Vera,10.181441501377778,62.98484198013447,13.647338801015461,-1.2433423348427768,10,high,6.031931324100102,8.785438754850736,18.65286294840279,medium,86,13.078215699406009,22.58745105514031,10.253804675383488,1.5256838664730843,-2.1493469767965063,5.705596588600659,62.691443906115865,49.06112633131655
31,lavender ,15.59628998111751,53.65258656277394,40.38094667966396,0.7410910215253947,7,moderate,6.466028891034343,10.910736792424137,18.3214014139794,small,86,15.793354579153258,29.101289509329277,-2.0055631391871973,2.00986767078008,7.770025142173198,5.800516464756326,38.54723976078958,37.71633191810788
32,Ashwagandha,13.623568835638876,59.92012191089536,7.10735019682873,-0.32978194784297266,7,high,3.4232907816532308,9.998245993581062,26.30516091748904,large,74,16.869528515539947,20.585678012183557,0.36339343660065504,1.618739237539482,3.7627487182011063,6.156165827616926,62.52335115070399,79.45231740670826
33,Ashwagandha,15.22113591532579,96.0406537624664,23.39908463455192,17.727072781997457,9,high,4.894345177622705,2.687370281099202,17.718375429015843,small,75,18.72703009771839,19.52749252232199,6.40738973090767,2.4100442268087297,8.965850435582743,5.635378476519659,68.60261836155672,54.996854646597725
34,Ashwagandha,13.796096077760376,97.35214816162252,41.40716902305426,18.215439211714077,5,consistent,3.362357593177682,4.320877003533481,27.377524969424233,medium,73,25.615148812910498,23.09544617872679,6.074848820842266,2.090498873163153,8.283902147260989,5.722243891484154,48.50381825333676,87.08610254068208
35,Aloe Vera,13.858211213221134,78.94863222200546,27.42398686195901,20.909717638722626,3,moderate,4.268832889907233,3.647719239708044,19.66247129389908,medium,73,25.78399340895006,17.48603428853604,7.320068393192821,2.234467039058915,7.265992516577139,6.08340188077544,56.584430292058876,81.21532128431178
36,Aloe Vera,16.818289860148454,40.19300601531917,27.999316096110228,14.216003339973213,1,good,5.856957674750678,8.838334020723533,29.864345941266084,medium ,71,28.66555647868632,27.855318699662902,1.0879272077183217,1.5564402409676632,5.4898878645532925,6.084554938221745,45.11121470170484,65.5512073465309
37,Ashwagandha,14.668582964967545,38.64384374288295,29.697319094089472,9.777700826270227,7,moderate,3.7830382794793964,11.172095057939707,31.629332686680453,medium,73,21.402866679616572,19.111580940258612,5.9955695567352,1.0725046991102745,4.229977786345905,5.651576338968121,49.27592196658866,60.69098989976716
38,Ashwagandha,17.48148033549384,43.230806246330715,1.5393391070650289,15.654854670706449,4,moderate,2.596685551907411,10.544536516651746,16.72445170890074,large,75,17.82465877136227,23.68707330113247,-0.043304889935023905,0.22001229049886217,5.954300560214669,5.634850529857863,37.09539002095153,30.521475875420567
39,Ashwagandha,12.365146109491585,68.94906886244243,14.753770001637903,11.948616319042545,6,good,3.2404502763098977,5.955581410584672,31.207343855025048,medium,74,18.70868987219326,24.9913391834961,7.65842254951235,1.8821483466356383,4.991345522908896,5.846819599979542,60.46593232249815,63.64309471728783
40,Aloe Vera,16.792251770499085,50.04749641836557,41.03240267530582,18.16631093120475,2,low,2.232431732284408,3.756270498913402,24.92108188033643,medium,80,16.252465552574513,28.19443372903633,4.467683655037342,1.8802326587286258,9.0530674656167,5.948061366046254,69.77200313660093,91.68423583283774
41,Ashwagandha,15.33734725771676,23.24012859782181,20.809046673323074,14.057422818747586,8,high,5.966312713384876,4.569847242947018,28.455861733378,medium,87,20.93768630034684,21.67589805234794,-2.36399417853748,1.7357319641113829,-2.2288010272291814,6.030507527650536,57.170982675621865,51.21001724528727
42,Aloe Vera,13.935203885239305,78.40904077611181,13.883985646824822,10.570614452909929,1,high,5.873817312398482,1.5513415056460813,22.808226661988364,large,73,16.50268597676456,17.91851500984359,2.3029653144983895,2.3498943088591235,7.834018097627746,6.066097441341951,68.15552970943858,82.35616952425944
43,Ashwagandha,15.813677993375473,62.252716906477495,15.556723271236491,13.808514124534973,8,moderate,2.686529103309387,7.387553630711746,30.18218385565033,medium,75,16.095146328552893,22.03831401008266,0.2834734209075007,0.47820041014503534,6.754447345339695,5.888480910799599,54.26207125892648,44.62433092240023
44,Aloe Vera,14.765381514640278,64.26882034274072,39.81527385365689,13.253763033276758,3,high,6.4651508498661014,5.1959261958471785,16.54312755448901,large,72,15.210019577075707,20.376616034089842,-3.1794580301736266,0.3592847488136599,9.314276679309405,5.954292759229664,58.29556347999631,35.275982212616185
45,Aloe Vera,11.16831717897358,86.21444946840612,19.02190613264819,22.362207142532785,9,low,2.168884937033137,8.998862896232204,30.75218947203829,medium,87,16.749856034745882,20.65387372226258,3.790505170513238,1.9799847085317563,3.2716183055398425,5.928262721125917,58.41683346714878,73.62741801652075
46,Ashwagandha,18.35753610987099,39.439408232193756,20.60286259261487,8.793401225592776,3,good,3.532414461428467,5.3093415295213715,19.67089544550489,medium ,73,16.313579480595656,28.023832267598802,6.894329115337853,1.9753999652785474,4.052162854399436,5.873429901193627,33.85765806360466,35.458020194410594
47,Aloe Vera,17.60578947155045,58.441379430544096,23.837826544379574,10.74250891216166,6,good,5.5686688215434765,2.601470745730308,21.827411522379812,medium,85,14.289419928062731,31.437453004159053,8.668781175443996,1.6149040189045363,9.620903301528797,6.02116144190457,43.05256998695743,62.765496533215625
48,Aloe Vera,15.426984010670989,89.3264690945989,28.754766623779954,12.11407392949909,6,high,3.8472416100587385,4.107461917104718,26.62210880341617,large,88,19.243960877957665,20.813331862796023,-4.68378614835609,0.9877146945408114,8.699050207159152,5.885248257740468,50.09792418624648,33.03497392425135
49,Aloe Vera,13.354079036893939,86.74369649298417,22.53130795660178,13.26012012836982,5,high,3.309884281469437,9.680760147934308,29.99892825411379,medium ,83,24.716295413494052,25.312983866575923,-0.5901765391385174,2.108653122692913,5.37567696378388,5.771115321874313,40.987331717848576,52.41036516635598
